plec,wynagrodzenie_brutto,rok_rozpoczecia,rok_zakonczenia,absence,emerytura_urealniona,emerytura_nominalna,stopa_zastapienia
k,7613,2026,2056,True,2403.3675427861226,5202.08,0.14082233891966942
k,5922,2027,2047,False,2268.6937823038925,3932.04,0.1557004309832786
m,10848,2029,2058,False,2433.1927394322543,5533.26,0.1379790669681965
k,18057,2031,2063,False,2609.183817375564,6713.184280209901,0.1368449369111788
k,13313,2026,2059,True,2448.100335987148,5706.34,0.13661133112220983
m,9026,2024,2060,True,2463.0055415731995,5884.61,0.1352786395929004
k,8912,2024,2057,True,2418.2813943666365,5365.22,0.13938246617093747
m,13853,2039,2063,True,2507.5810784837863,6451.77,0.1315161362720451
k,5006,2035,2062,True,2492.74542091206,6257.17,0.13273834285868238
m,25628,2030,2057,False,4059.0523492756597,9005.448619880102,0.2339515691089189
k,6981,2030,2062,True,2492.74542091206,6257.17,0.13273834285868238
m,7250,2034,2058,False,2433.1927394322543,5533.26,0.1379790669681965
m,13571,2040,2063,True,2507.5810784837863,6451.77,0.1315161362720451
m,22189,2026,2062,False,4893.050133408071,12282.299767320317,0.2605542310034215
m,15713,2033,2056,True,2403.3675427861226,5202.08,0.14082233891966942
k,23813,2032,2060,True,2463.0055415731995,5884.61,0.1352786395929004
m,9569,2029,2063,False,2507.5810784837863,6451.77,0.1315161362720451
m,6490,2025,2054,False,2373.4507028193652,4889.78,0.1438238270036237
k,29064,2045,2062,False,2492.74542091206,6257.17,0.13273834285868238
k,9123,2024,2056,False,2403.3675427861226,5202.08,0.14082233891966942
m,6474,2029,2043,True,2208.7485578983856,3468.11,0.1635517522543064
k,4949,2026,2061,True,2477.9037900358453,6068.21,0.13399322196176247
k,16210,2025,2055,False,2801.5012710234128,5915.940445053814,0.1669082321360777
k,10712,2026,2063,True,2507.5810784837863,6451.77,0.1315161362720451
m,6569,2025,2058,True,2433.1927394322543,5533.26,0.1379790669681965
k,6928,2039,2061,True,2477.9037900358453,6068.21,0.13399322196176247
k,18763,2045,2063,False,2507.5810784837863,6451.77,0.1315161362720451
m,5994,2027,2049,True,2298.629535474335,4185.61,0.15207609018305693
k,9353,2032,2049,False,2298.629535474335,4185.61,0.15207609018305693
m,8519,2026,2063,False,2507.5810784837863,6451.77,0.1315161362720451
k,7463,2037,2059,False,2448.100335987148,5706.34,0.13661133112220983
m,4555,2036,2060,False,2463.0055415731995,5884.61,0.1352786395929004
m,11694,2024,2063,True,2820.683334609633,7257.352623165465,0.14793753908811272
m,5474,2033,2059,False,2448.100335987148,5706.34,0.13661133112220983
m,10472,2024,2062,False,2598.0292394180024,6521.448391653726,0.13834469137749733
m,25324,2033,2062,True,3640.6865110837316,9138.676667681038,0.19386604436019586
k,8264,2025,2063,True,2507.5810784837863,6451.77,0.1315161362720451
m,11116,2025,2060,True,2463.0055415731995,5884.61,0.1352786395929004
k,8516,2026,2052,True,2343.5449463207156,4595.52,0.1469966183407991
m,19186,2036,2063,True,2507.5810784837863,6451.77,0.1315161362720451
k,12338,2025,2046,False,2253.697880494916,3810.78,0.15757905562063723
k,7174,2026,2043,True,2208.7485578983856,3468.11,0.1635517522543064
m,5216,2030,2057,False,2418.2813943666365,5365.22,0.13938246617093747
m,17379,2031,2057,True,2479.381898657576,5500.778106842108,0.1429041154679125
m,6479,2041,2051,True,2328.5984421532407,4454.84,0.14864435152865602
m,17608,2028,2056,False,3072.898360001115,6651.27693372414,0.18005266635835673
m,20708,2031,2057,False,3089.048282400476,6853.389214467893,0.1780434521495556
m,4548,2033,2061,True,2477.9037900358453,6068.21,0.13399322196176247
m,19470,2037,2062,False,2492.74542091206,6257.17,0.13273834285868238
m,8563,2027,2047,True,2268.6937823038925,3932.04,0.1557004309832786
m,4726,2024,2063,False,2507.5810784837863,6451.77,0.1315161362720451
m,13337,2025,2061,True,2926.7390829370065,7167.3756833844855,0.1582640944903153
k,27871,2038,2056,True,2403.3675427861226,5202.08,0.14082233891966942
m,4818,2031,2048,True,2283.655199226147,4056.92,0.1538653505616367
k,17448,2024,2050,False,2918.9759958436284,5448.088655716287,0.189665971760014
k,14304,2041,2052,False,2343.5449463207156,4595.52,0.1469966183407991
k,11571,2040,2061,False,2477.9037900358453,6068.21,0.13399322196176247
m,11629,2026,2057,True,2418.2813943666365,5365.22,0.13938246617093747
k,5136,2030,2063,True,2507.5810784837863,6451.77,0.1315161362720451
k,14553,2029,2060,False,2463.0055415731995,5884.61,0.1352786395929004
k,15801,2031,2057,False,2418.2813943666365,5365.22,0.13938246617093747
k,6387,2034,2061,False,2477.9037900358453,6068.21,0.13399322196176247
m,11164,2025,2063,False,2651.4781431500896,6822.003597975412,0.13906316481209283
k,7029,2024,2046,False,2253.697880494916,3810.78,0.15757905562063723
m,8740,2037,2061,False,2477.9037900358453,6068.21,0.13399322196176247
k,24133,2027,2060,False,4078.4931930357493,9744.331234163737,0.22400802654726118
m,14918,2033,2060,False,2463.0055415731995,5884.61,0.1352786395929004
m,15754,2044,2062,True,2492.74542091206,6257.17,0.13273834285868238
m,7159,2033,2061,False,2477.9037900358453,6068.21,0.13399322196176247
k,14472,2043,2055,False,2388.408057312325,5043.61,0.14229690722929264
m,11558,2034,2061,False,2477.9037900358453,6068.21,0.13399322196176247
m,14295,2026,2062,True,3014.797856823965,7567.600986257596,0.16053756160237995
k,5053,2035,2063,True,2507.5810784837863,6451.77,0.1315161362720451
m,16482,2039,2056,False,2403.3675427861226,5202.08,0.14082233891966942
m,6390,2039,2062,False,2492.74542091206,6257.17,0.13273834285868238
k,23120,2030,2051,True,2328.5984421532407,4454.84,0.14864435152865602
m,6108,2031,2048,False,2283.655199226147,4056.92,0.1538653505616367
m,27891,2029,2063,True,5085.783629636928,13085.24239942928,0.26673618597006454
k,16219,2041,2062,False,2492.74542091206,6257.17,0.13273834285868238
m,6621,2026,2061,False,2477.9037900358453,6068.21,0.13399322196176247
k,14638,2029,2061,False,2477.9037900358453,6068.21,0.13399322196176247
m,6200,2027,2056,True,2403.3675427861226,5202.08,0.14082233891966942
m,15079,2028,2059,False,2804.7547911712672,6537.675037162478,0.15651371794726718
k,6756,2031,2061,True,2477.9037900358453,6068.21,0.13399322196176247
k,9805,2024,2063,True,2507.5810784837863,6451.77,0.1315161362720451
m,5015,2025,2040,False,2163.6852788799074,3154.78,0.17000466669756245
m,15233,2028,2062,True,2877.1920874983653,7222.18958386255,0.15321007375109702
k,4523,2031,2058,False,2433.1927394322543,5533.26,0.1379790669681965
m,12439,2029,2059,True,2448.100335987148,5706.34,0.13661133112220983
m,23238,2025,2059,True,4907.347327583798,11438.662026077816,0.2738446790130914
k,4978,2028,2054,False,2373.4507028193652,4889.78,0.1438238270036237
m,7508,2050,2063,False,2507.5810784837863,6451.77,0.1315161362720451
k,26977,2038,2063,False,2640.433595133601,6793.587015888493,0.13848390685929396
m,11238,2024,2051,False,2328.5984421532407,4454.84,0.14864435152865602
k,14821,2024,2061,False,3044.0582823996624,7454.682051869836,0.16460815740235782
m,9295,2029,2060,False,2463.0055415731995,5884.61,0.1352786395929004
k,7277,2027,2053,True,2358.4965625558334,4740.46,0.14539013835258902
k,25987,2036,2061,True,2477.9037900358453,6068.21,0.13399322196176247
m,7207,2027,2061,True,2477.9037900358453,6068.21,0.13399322196176247
m,14513,2031,2063,False,2507.5810784837863,6451.77,0.1315161362720451
k,20233,2028,2059,True,2448.100335987148,5706.34,0.13661133112220983
k,8241,2027,2063,True,2507.5810784837863,6451.77,0.1315161362720451
m,5227,2039,2061,True,2477.9037900358453,6068.21,0.13399322196176247
m,4601,2027,2055,False,2388.408057312325,5043.61,0.14229690722929264
m,11131,2039,2053,True,2358.4965625558334,4740.46,0.14539013835258902
m,17438,2036,2063,False,2507.5810784837863,6451.77,0.1315161362720451
m,22759,2027,2051,True,3599.677558930799,6886.540541442131,0.2297827426032058
m,8778,2029,2041,True,2178.8410814519766,3256.3,0.16778936748308737
k,4838,2024,2062,True,2492.74542091206,6257.17,0.13273834285868238
k,14439,2027,2052,False,2343.5449463207156,4595.52,0.1469966183407991
m,18977,2028,2060,True,3445.275205244163,8231.44754785332,0.18922902726840235
m,29518,2028,2063,True,5620.668653393067,14461.451200544405,0.2947895208264287
m,10549,2041,2057,False,2418.2813943666365,5365.22,0.13938246617093747
k,26809,2037,2058,True,2433.1927394322543,5533.26,0.1379790669681965
k,15225,2030,2063,False,2507.5810784837863,6451.77,0.1315161362720451
k,7288,2029,2061,False,2477.9037900358453,6068.21,0.13399322196176247
m,5836,2026,2058,False,2433.1927394322543,5533.26,0.1379790669681965
k,18703,2027,2058,True,2433.1927394322543,5533.26,0.1379790669681965
m,19061,2024,2062,True,4522.6417253276395,11352.518346664605,0.2408300354008359
m,6060,2025,2057,False,2418.2813943666365,5365.22,0.13938246617093747
k,6784,2029,2059,True,2448.100335987148,5706.34,0.13661133112220983
k,6659,2024,2063,True,2507.5810784837863,6451.77,0.1315161362720451
k,10876,2026,2061,True,2477.9037900358453,6068.21,0.13399322196176247
m,25505,2034,2057,False,3162.6272563079865,7016.632161838558,0.18228432290407004
m,22702,2032,2051,False,2655.6444020683552,5080.511390006182,0.16952108740188646
m,13262,2034,2062,True,2492.74542091206,6257.17,0.13273834285868238
m,40646,2029,2052,True,5250.407828787905,10295.665215737412,0.3293268161780154
m,7207,2024,2056,True,2403.3675427861226,5202.08,0.14082233891966942
k,19449,2025,2063,False,3891.755579277239,10013.120656060917,0.20411250567068215
m,32244,2025,2059,True,6364.520321586627,14835.224013495375,0.35515929649824146
k,6556,2024,2063,False,2507.5810784837863,6451.77,0.1315161362720451
k,24514,2033,2057,True,2418.2813943666365,5365.22,0.13938246617093747
k,20619,2030,2056,True,2403.3675427861226,5202.08,0.14082233891966942
m,7616,2044,2061,False,2477.9037900358453,6068.21,0.13399322196176247
m,43130,2024,2059,True,7864.905101340076,18332.509463050268,0.4388852610531102
m,9594,2035,2060,True,2463.0055415731995,5884.61,0.1352786395929004
k,5481,2030,2049,True,2298.629535474335,4185.61,0.15207609018305693
k,6879,2037,2057,False,2418.2813943666365,5365.22,0.13938246617093747
m,8456,2032,2060,True,2463.0055415731995,5884.61,0.1352786395929004
k,6760,2027,2062,True,2492.74542091206,6257.17,0.13273834285868238
m,13158,2026,2059,True,2626.918414856112,6123.151656439592,0.14658991550615222
k,10314,2028,2050,True,2313.6098054841045,4318.21,0.15033116156332627
m,10157,2026,2060,False,2463.0055415731995,5884.61,0.1352786395929004
k,10665,2025,2063,False,2507.5810784837863,6451.77,0.1315161362720451
k,4822,2027,2062,True,2492.74542091206,6257.17,0.13273834285868238
k,6966,2024,2060,False,2463.0055415731995,5884.61,0.1352786395929004
m,8284,2026,2062,True,2492.74542091206,6257.17,0.13273834285868238
m,18969,2025,2053,True,3586.5237711575023,7208.733201543008,0.22109219728027238
k,13810,2031,2061,False,2477.9037900358453,6068.21,0.13399322196176247
k,7676,2030,2063,True,2507.5810784837863,6451.77,0.1315161362720451
m,22938,2042,2061,True,2477.9037900358453,6068.21,0.13399322196176247
k,12659,2029,2063,True,2507.5810784837863,6451.77,0.1315161362720451
k,5888,2024,2061,False,2477.9037900358453,6068.21,0.13399322196176247
k,10713,2024,2056,False,2403.3675427861226,5202.08,0.14082233891966942
m,8027,2027,2063,True,2507.5810784837863,6451.77,0.1315161362720451
m,45391,2028,2063,False,7990.485771003939,20558.76750113363,0.41908029397582086
m,12379,2024,2056,False,2774.0739966875212,6004.472724117354,0.16254342359009563
k,22158,2031,2061,True,2477.9037900358453,6068.21,0.13399322196176247
m,10078,2029,2057,False,2418.2813943666365,5365.22,0.13938246617093747
m,10917,2025,2058,True,2433.1927394322543,5533.26,0.1379790669681965
m,23723,2025,2061,True,5178.623051878632,12682.07923003574,0.2800352422224736
m,4936,2028,2055,False,2388.408057312325,5043.61,0.14229690722929264
k,10059,2029,2049,True,2298.629535474335,4185.61,0.15207609018305693
k,4757,2028,2048,True,2283.655199226147,4056.92,0.1538653505616367
m,46630,2026,2060,False,8142.64972416284,19454.409332225954,0.4472286232302486
m,4685,2029,2063,True,2507.5810784837863,6451.77,0.1315161362720451
m,11429,2026,2052,False,2343.5449463207156,4595.52,0.1469966183407991
k,20999,2038,2056,True,2403.3675427861226,5202.08,0.14082233891966942
k,13420,2028,2060,True,2463.0055415731995,5884.61,0.1352786395929004
m,25273,2028,2058,False,4604.080660884643,10470.019470628074,0.2610836139447834
k,35737,2026,2053,True,2879.087591159981,5786.821901321785,0.1774821086677172
m,8651,2024,2038,False,2132.985621824678,2960.16,0.17477382478336007
k,5643,2038,2059,False,2448.100335987148,5706.34,0.13661133112220983
m,15204,2025,2054,False,3067.2803886227052,6319.2070013771,0.18586777617114628
k,7821,2038,2052,False,2343.5449463207156,4595.52,0.1469966183407991
m,8614,2024,2061,False,2477.9037900358453,6068.21,0.13399322196176247
k,8347,2036,2058,True,2433.1927394322543,5533.26,0.1379790669681965
m,15712,2029,2057,True,2525.8061212539246,5603.7752882861705,0.14557986802947176
m,17846,2035,2044,False,2223.7460049873025,3578.95,0.1615127625747272
m,10748,2028,2061,False,2477.9037900358453,6068.21,0.13399322196176247
k,11803,2036,2063,False,2507.5810784837863,6451.77,0.1315161362720451
m,15900,2024,2051,False,3240.925022686117,6200.211323130696,0.2068820409862964
m,9114,2024,2061,False,2477.9037900358453,6068.21,0.13399322196176247
k,5093,2025,2058,True,2433.1927394322543,5533.26,0.1379790669681965
m,5299,2029,2060,False,2463.0055415731995,5884.61,0.1352786395929004
m,14341,2026,2052,True,2483.8081899629688,4870.565947992088,0.15579449632700657
m,6825,2024,2042,True,2193.8504864298798,3360.7,0.16566507822347407
k,6787,2026,2059,False,2448.100335987148,5706.34,0.13661133112220983
k,8977,2028,2055,True,2388.408057312325,5043.61,0.14229690722929264
k,13038,2047,2062,True,2492.74542091206,6257.17,0.13273834285868238
m,5752,2043,2062,False,2492.74542091206,6257.17,0.13273834285868238
k,23549,2027,2061,True,2477.9037900358453,6068.21,0.13399322196176247
k,7843,2024,2063,False,2507.5810784837863,6451.77,0.1315161362720451
m,25269,2041,2062,False,2492.74542091206,6257.17,0.13273834285868238
m,11218,2034,2061,False,2477.9037900358453,6068.21,0.13399322196176247
k,28340,2026,2058,True,2725.2271227645106,6197.367756746835,0.15453946149913672
m,12867,2026,2059,True,2568.8219519648583,5987.7331177540855,0.14334795887047128
m,9058,2032,2053,True,2358.4965625558334,4740.46,0.14539013835258902
m,27274,2029,2057,False,4584.429244845695,10171.054340627301,0.2642327132075202
m,5830,2024,2063,False,2507.5810784837863,6451.77,0.1315161362720451
k,8671,2024,2053,True,2358.4965625558334,4740.46,0.14539013835258902
k,5431,2032,2060,False,2463.0055415731995,5884.61,0.1352786395929004
k,16769,2027,2060,True,2463.0055415731995,5884.61,0.1352786395929004
k,15077,2030,2058,True,2433.1927394322543,5533.26,0.1379790669681965
k,20822,2025,2060,True,2463.0055415731995,5884.61,0.1352786395929004
k,8464,2034,2060,True,2463.0055415731995,5884.61,0.1352786395929004
k,30902,2025,2061,True,3223.74294049459,7894.716989256346,0.17432464694971378
m,6338,2042,2063,True,2507.5810784837863,6451.77,0.1315161362720451
m,21387,2027,2057,False,4047.0504812219087,8978.821171697542,0.23325981753199865
m,19810,2042,2062,True,2492.74542091206,6257.17,0.13273834285868238
m,5255,2024,2060,False,2463.0055415731995,5884.61,0.1352786395929004
k,14942,2025,2060,True,2463.0055415731995,5884.61,0.1352786395929004
m,6261,2031,2060,False,2463.0055415731995,5884.61,0.1352786395929004
m,9766,2042,2061,False,2477.9037900358453,6068.21,0.13399322196176247
m,6543,2031,2059,False,2448.100335987148,5706.34,0.13661133112220983
m,8960,2028,2041,True,2178.8410814519766,3256.3,0.16778936748308737
m,4662,2032,2059,False,2448.100335987148,5706.34,0.13661133112220983
m,5711,2024,2041,True,2178.8410814519766,3256.3,0.16778936748308737
m,21591,2039,2052,False,2343.5449463207156,4595.52,0.1469966183407991
m,21782,2042,2060,False,2463.0055415731995,5884.61,0.1352786395929004
k,9202,2027,2063,False,2507.5810784837863,6451.77,0.1315161362720451
m,23968,2033,2059,True,3195.485801929998,7448.439993629801,0.17831767863703726
m,5031,2025,2063,False,2507.5810784837863,6451.77,0.1315161362720451
k,30546,2051,2060,False,2463.0055415731995,5884.61,0.1352786395929004
k,4971,2025,2050,True,2313.6098054841045,4318.21,0.15033116156332627
m,42860,2025,2057,True,7243.574249054678,16070.656426934016,0.4174978334107249
k,6265,2025,2055,False,2388.408057312325,5043.61,0.14229690722929264
k,5874,2029,2057,True,2418.2813943666365,5365.22,0.13938246617093747
m,17742,2027,2059,True,3342.070813311988,7790.118764533698,0.18649756131304004
m,10282,2027,2060,True,2463.0055415731995,5884.61,0.1352786395929004
m,7670,2031,2047,False,2268.6937823038925,3932.04,0.1557004309832786
m,4960,2030,2063,False,2507.5810784837863,6451.77,0.1315161362720451
k,6763,2028,2061,False,2477.9037900358453,6068.21,0.13399322196176247
k,24959,2036,2060,True,2463.0055415731995,5884.61,0.1352786395929004
m,5829,2032,2060,False,2463.0055415731995,5884.61,0.1352786395929004
m,5743,2030,2062,True,2492.74542091206,6257.17,0.13273834285868238
k,14118,2024,2058,True,2433.1927394322543,5533.26,0.1379790669681965
m,36883,2031,2058,True,5255.957683608391,11952.435966576537,0.2980496059583942
m,8478,2029,2061,False,2477.9037900358453,6068.21,0.13399322196176247
m,5681,2038,2060,False,2463.0055415731995,5884.61,0.1352786395929004
k,19421,2026,2044,True,2223.7460049873025,3578.95,0.1615127625747272
m,8397,2030,2057,True,2418.2813943666365,5365.22,0.13938246617093747
m,13354,2027,2059,True,2515.5007124883496,5863.445270070061,0.140372474003739
k,17606,2026,2063,True,2507.5810784837863,6451.77,0.1315161362720451
m,13568,2025,2043,False,2208.7485578983856,3468.11,0.1635517522543064
k,5262,2025,2057,False,2418.2813943666365,5365.22,0.13938246617093747
m,6498,2035,2060,True,2463.0055415731995,5884.61,0.1352786395929004
m,8676,2033,2063,False,2507.5810784837863,6451.77,0.1315161362720451
k,7946,2027,2058,False,2433.1927394322543,5533.26,0.1379790669681965
k,25344,2030,2058,False,3456.117371336616,7859.46616402621,0.19598605671529024
k,8065,2031,2061,True,2477.9037900358453,6068.21,0.13399322196176247
k,10595,2031,2054,True,2373.4507028193652,4889.78,0.1438238270036237
k,12348,2025,2056,True,2403.3675427861226,5202.08,0.14082233891966942
m,29258,2036,2062,True,3548.962677656416,8908.435900215742,0.1889817631385166
m,6871,2027,2055,False,2388.408057312325,5043.61,0.14229690722929264
m,6099,2029,2060,True,2463.0055415731995,5884.61,0.1352786395929004
m,7614,2039,2062,True,2492.74542091206,6257.17,0.13273834285868238
k,15414,2030,2060,True,2463.0055415731995,5884.61,0.1352786395929004
k,14584,2032,2058,False,2433.1927394322543,5533.26,0.1379790669681965
k,9265,2027,2060,False,2463.0055415731995,5884.61,0.1352786395929004
m,19848,2032,2061,False,3080.0934160386078,7542.929529103817,0.166556765608827
m,8004,2036,2060,False,2463.0055415731995,5884.61,0.1352786395929004
m,7302,2037,2056,True,2403.3675427861226,5202.08,0.14082233891966942
k,10591,2026,2058,True,2433.1927394322543,5533.26,0.1379790669681965
m,10361,2034,2062,False,2492.74542091206,6257.17,0.13273834285868238
m,7003,2028,2061,False,2477.9037900358453,6068.21,0.13399322196176247
m,23823,2031,2062,False,3997.2730552789562,10033.76310852812,0.21285422765604964
k,5232,2041,2063,True,2507.5810784837863,6451.77,0.1315161362720451
k,31841,2026,2063,True,3280.8398834792424,8441.292094863658,0.17207155888387615
k,12898,2026,2063,False,2507.5810784837863,6451.77,0.1315161362720451
k,7071,2025,2062,False,2492.74542091206,6257.17,0.13273834285868238
m,4832,2024,2060,False,2463.0055415731995,5884.61,0.1352786395929004
m,5851,2029,2062,False,2492.74542091206,6257.17,0.13273834285868238
k,10339,2024,2060,True,2463.0055415731995,5884.61,0.1352786395929004
m,21451,2029,2062,False,4012.5019324357663,10071.989905568795,0.2136651632214849
k,8249,2025,2056,True,2403.3675427861226,5202.08,0.14082233891966942
m,4716,2033,2057,False,2418.2813943666365,5365.22,0.13938246617093747
k,30703,2047,2059,False,2448.100335987148,5706.34,0.13661133112220983
k,9424,2040,2061,True,2477.9037900358453,6068.21,0.13399322196176247
m,17555,2025,2060,False,3958.4933326475593,9457.627706088075,0.217417128723181
k,16192,2025,2061,True,2477.9037900358453,6068.21,0.13399322196176247
m,6237,2026,2059,False,2448.100335987148,5706.34,0.13661133112220983
m,5130,2033,2063,True,2507.5810784837863,6451.77,0.1315161362720451
k,7406,2042,2060,True,2463.0055415731995,5884.61,0.1352786395929004
m,15406,2027,2059,False,3034.3862620229306,7072.9289351001635,0.16932784179646276
m,4861,2026,2063,True,2507.5810784837863,6451.77,0.1315161362720451
m,7763,2025,2063,False,2507.5810784837863,6451.77,0.1315161362720451
k,21778,2027,2057,False,3464.806407858352,7687.049438859238,0.19970102034327045
m,6509,2031,2058,False,2433.1927394322543,5533.26,0.1379790669681965
k,8220,2024,2059,True,2448.100335987148,5706.34,0.13661133112220983
m,6333,2035,2060,True,2463.0055415731995,5884.61,0.1352786395929004
k,7507,2024,2055,True,2388.408057312325,5043.61,0.14229690722929264
k,7528,2025,2061,False,2477.9037900358453,6068.21,0.13399322196176247
k,27112,2033,2063,True,2507.5810784837863,6451.77,0.1315161362720451
k,28582,2032,2057,True,2418.2813943666365,5365.22,0.13938246617093747
k,6975,2033,2056,False,2403.3675427861226,5202.08,0.14082233891966942
m,6968,2026,2060,False,2463.0055415731995,5884.61,0.1352786395929004
k,15911,2024,2057,False,3050.3593983658743,6767.553722004663,0.17581354123732426
m,16143,2040,2061,True,2477.9037900358453,6068.21,0.13399322196176247
k,12582,2027,2048,False,2283.655199226147,4056.92,0.1538653505616367
k,15068,2028,2061,True,2477.9037900358453,6068.21,0.13399322196176247
k,18352,2027,2060,False,3101.500314034396,7410.100974158743,0.17034746211392443
k,9119,2031,2059,False,2448.100335987148,5706.34,0.13661133112220983
m,4977,2054,2063,False,2507.5810784837863,6451.77,0.1315161362720451
k,48744,2024,2059,True,4191.646559894848,9770.41671004286,0.23390643256056193
m,11009,2024,2043,True,2208.7485578983856,3468.11,0.1635517522543064
k,19107,2025,2059,True,2448.100335987148,5706.34,0.13661133112220983
m,17367,2042,2060,False,2463.0055415731995,5884.61,0.1352786395929004
m,4847,2030,2061,True,2477.9037900358453,6068.21,0.13399322196176247
m,8042,2040,2061,False,2477.9037900358453,6068.21,0.13399322196176247
k,19961,2025,2063,True,2507.5810784837863,6451.77,0.1315161362720451
k,10828,2039,2059,False,2448.100335987148,5706.34,0.13661133112220983
m,21984,2036,2057,False,2418.2813943666365,5365.22,0.13938246617093747
m,28583,2030,2060,True,4638.461144501745,11082.206018144763,0.25476382527013297
k,15497,2026,2063,True,2507.5810784837863,6451.77,0.1315161362720451
k,12720,2029,2063,False,2507.5810784837863,6451.77,0.1315161362720451
k,30969,2028,2055,True,2481.532489305618,5240.261202464216,0.1478450875829638
m,13509,2025,2057,False,2886.2768295550436,6403.5187168617595,0.1663563154778274
k,35975,2026,2059,False,5777.174804557814,13466.165250513453,0.3223836574729667
k,18719,2045,2060,False,2463.0055415731995,5884.61,0.1352786395929004
k,7058,2030,2058,False,2433.1927394322543,5533.26,0.1379790669681965
m,21597,2029,2061,False,3957.7971071041866,9692.363391943185,0.2140187962036093
m,18431,2030,2063,False,3334.7872641088134,8580.093625514424,0.17490095934604927
m,11119,2038,2057,False,2418.2813943666365,5365.22,0.13938246617093747
m,21217,2027,2055,True,3680.993689553661,7773.167790876358,0.21930675369746247
k,8616,2030,2060,True,2463.0055415731995,5884.61,0.1352786395929004
k,30022,2025,2063,True,3275.1577854665456,8426.672591705841,0.17177354755217447
m,7836,2034,2060,True,2463.0055415731995,5884.61,0.1352786395929004
m,5448,2027,2044,True,2223.7460049873025,3578.95,0.1615127625747272
m,6629,2026,2060,True,2463.0055415731995,5884.61,0.1352786395929004
m,22832,2029,2063,False,4357.841939116353,11212.316973030034,0.2285575287014853
k,11614,2032,2057,True,2418.2813943666365,5365.22,0.13938246617093747
m,16177,2024,2060,True,3713.126994102809,8871.398732952444,0.20394057582065542
m,5067,2041,2058,False,2433.1927394322543,5533.26,0.1379790669681965
m,21072,2025,2063,False,5004.653120069752,12876.50123759745,0.262481100763205
k,11447,2026,2061,False,2477.9037900358453,6068.21,0.13399322196176247
k,8244,2034,2059,True,2448.100335987148,5706.34,0.13661133112220983
k,32495,2032,2058,True,2433.1927394322543,5533.26,0.1379790669681965
m,16457,2037,2063,True,2507.5810784837863,6451.77,0.1315161362720451
k,19083,2024,2063,False,4054.9532103062616,10433.012793937776,0.21267179895369956
k,9196,2034,2059,False,2448.100335987148,5706.34,0.13661133112220983
k,5439,2044,2063,False,2507.5810784837863,6451.77,0.1315161362720451
k,17015,2028,2061,True,2477.9037900358453,6068.21,0.13399322196176247
k,16421,2033,2059,False,2448.100335987148,5706.34,0.13661133112220983
m,8126,2031,2060,False,2463.0055415731995,5884.61,0.1352786395929004
m,13500,2032,2058,True,2433.1927394322543,5533.26,0.1379790669681965
k,14625,2030,2060,True,2463.0055415731995,5884.61,0.1352786395929004
k,27610,2028,2058,True,2433.1927394322543,5533.26,0.1379790669681965
k,9462,2026,2063,False,2507.5810784837863,6451.77,0.1315161362720451
k,5339,2030,2059,True,2448.100335987148,5706.34,0.13661133112220983
k,12248,2027,2061,False,2477.9037900358453,6068.21,0.13399322196176247
k,11878,2043,2060,False,2463.0055415731995,5884.61,0.1352786395929004
k,10140,2027,2060,False,2463.0055415731995,5884.61,0.1352786395929004
m,18136,2030,2059,False,3009.287180924063,7014.424841811046,0.16792723789618266
m,6695,2024,2053,False,2358.4965625558334,4740.46,0.14539013835258902
k,14381,2031,2056,False,2403.3675427861226,5202.08,0.14082233891966942
m,14035,2028,2053,True,2358.4965625558334,4740.46,0.14539013835258902
m,6270,2029,2061,False,2477.9037900358453,6068.21,0.13399322196176247
k,9349,2025,2059,True,2448.100335987148,5706.34,0.13661133112220983
k,5358,2035,2062,False,2492.74542091206,6257.17,0.13273834285868238
k,6300,2028,2059,True,2448.100335987148,5706.34,0.13661133112220983
m,5928,2034,2063,True,2507.5810784837863,6451.77,0.1315161362720451
m,9706,2032,2049,False,2298.629535474335,4185.61,0.15207609018305693
k,5638,2024,2059,False,2448.100335987148,5706.34,0.13661133112220983
k,25417,2024,2046,True,2253.697880494916,3810.78,0.15757905562063723
k,32939,2032,2061,False,4294.026102105581,10515.764267296743,0.23220045706484496
m,4556,2030,2061,True,2477.9037900358453,6068.21,0.13399322196176247
m,19522,2026,2063,True,4191.434063831358,10784.16517896057,0.21982986641749808
m,8540,2032,2051,False,2328.5984421532407,4454.84,0.14864435152865602
k,11697,2027,2063,False,2507.5810784837863,6451.77,0.1315161362720451
m,10569,2029,2058,True,2433.1927394322543,5533.26,0.1379790669681965
k,8352,2032,2053,False,2358.4965625558334,4740.46,0.14539013835258902
m,20276,2036,2050,False,2313.6098054841045,4318.21,0.15033116156332627
k,10542,2038,2062,False,2492.74542091206,6257.17,0.13273834285868238
k,16436,2028,2050,False,2313.6098054841045,4318.21,0.15033116156332627
m,11610,2033,2052,False,2343.5449463207156,4595.52,0.1469966183407991
k,23929,2026,2063,True,2582.7535603314864,6645.181717520133,0.13545873834837266
m,5512,2030,2058,True,2433.1927394322543,5533.26,0.1379790669681965
k,13388,2035,2060,False,2463.0055415731995,5884.61,0.1352786395929004
k,6727,2026,2062,True,2492.74542091206,6257.17,0.13273834285868238
m,17549,2026,2056,True,3307.6435060283584,7159.381918711063,0.19380726690325456
k,5331,2053,2062,True,2492.74542091206,6257.17,0.13273834285868238
k,30056,2024,2058,False,5475.278919168432,12451.18865484821,0.3104866558305501
